,발행기관,표준코드,채권종류,종목명,상장일,발행일,상환일,표면이자율,발행금액 (백만),상장잔액 (백만),채권유형
,한국남동발전,KR6064981B76,녹색채권,한국남동발전50-1(녹),"2021/07/27","2021/07/26","2023/07/26","1.52300","190,000","190,000",회사채
,한국남동발전,KR6064981C34,녹색채권,한국남동발전53-1(녹),"2022/03/29","2022/03/28","2025/03/28","3.23500","90,000","90,000",회사채
,한국남동발전,KR6064982B18,녹색채권,한국남동발전48-2(녹),"2021/01/27","2021/01/26","2041/01/26","1.96800","90,000","90,000",회사채
,한국남동발전,KR6064982B75,녹색채권,한국남동발전50-2(녹),"2021/07/27","2021/07/26","2031/07/26","2.09800","100,000","100,000",회사채
,한국남동발전,KR6064982C33,녹색채권,한국남동발전53-2(녹),"2022/03/29","2022/03/28","2027/03/28","3.30300","10,000","10,000",회사채
,한국남동발전,KR6064983B17,녹색채권,한국남동발전48-3(녹),"2021/01/27","2021/01/26","2051/01/26","1.96300","30,000","30,000",회사채
,한국남동발전,KR6064983C32,녹색채권,한국남동발전53-3(녹),"2022/03/29","2022/03/28","2052/03/28","3.12900","40,000","40,000",회사채
,한국남동발전,KR6064983C73,녹색채권,한국남동발전54-3(녹),"2022/07/22","2022/07/21","2042/07/21","4.03700","50,000","50,000",회사채
,한국남동발전,KR6064984C72,녹색채권,한국남동발전54-4(녹),"2022/07/22","2022/07/21","2052/07/21","3.70500","10,000","10,000",회사채
,현대카드,KR6065901B88,지속가능채권,현대카드831-1(지),"2021/08/10","2021/08/09","2023/08/08","1.63100","80,000","80,000",회사채
,현대카드,KR6065902B87,지속가능채권,현대카드831-2(지),"2021/08/10","2021/08/09","2023/08/09","1.63100","40,000","40,000",회사채
,현대카드,KR6065903983,녹색채권,현대카드768-3 (녹),"2019/08/30","2019/08/29","2024/08/29","1.55800","60,000","60,000",회사채
,현대카드,KR6065903A95,녹색채권,현대카드812-3(녹),"2020/09/11","2020/09/10","2023/09/08","1.54900","140,000","140,000",회사채
,현대카드,KR6065903B86,지속가능채권,현대카드831-3(지),"2021/08/10","2021/08/09","2024/02/07","1.74000","60,000","60,000",회사채
,현대카드,KR6065904981,녹색채권,현대카드768-4 (녹),"2019/08/30","2019/08/29","2026/08/28","1.66600","60,000","60,000",회사채
,현대카드,KR6065904A94,녹색채권,현대카드812-4(녹),"2020/09/11","2020/09/10","2025/09/10","1.82900","140,000","140,000",회사채
,현대카드,KR6065904B36,녹색채권,현대카드818-2(녹),"2021/03/15","2021/03/11","2023/04/11","1.33200","130,000","130,000",회사채
,현대카드,KR6065904B85,지속가능채권,현대카드831-4(지),"2021/08/10","2021/08/09","2024/02/08","1.74000","40,000","40,000",회사채
,현대카드,KR6065905A93,녹색채권,현대카드812-5(녹),"2020/09/11","2020/09/10","2030/09/10","2.41000","60,000","60,000",회사채
,현대카드,KR6065905B35,녹색채권,현대카드818-3(녹),"2021/03/15","2021/03/11","2024/03/11","1.58500","120,000","120,000",회사채
,현대카드,KR6065905B84,지속가능채권,현대카드831-5(지),"2021/08/10","2021/08/09","2024/08/08","1.84200","200,000","200,000",회사채
,현대카드,KR6065906B34,녹색채권,현대카드818-4(녹),"2021/03/15","2021/03/11","2026/03/11","1.96900","130,000","130,000",회사채
,현대카드,KR6065906B83,지속가능채권,현대카드831-6(지),"2021/08/10","2021/08/09","2024/08/09","1.84200","30,000","30,000",회사채
,현대카드,KR6065907B82,지속가능채권,현대카드831-7(지),"2021/08/10","2021/08/09","2026/08/07","2.04400","50,000","50,000",회사채
,한국중부발전,KR6066561AA2,지속가능채권,한국중부발전59-1(지),"2020/10/30","2020/10/30","2023/10/30","1.19500","50,000","50,000",회사채
,한국중부발전,KR6066561B53,지속가능채권,한국중부발전62-1(지),"2021/05/28","2021/05/27","2026/05/27","1.93200","130,000","130,000",회사채
,한국중부발전,KR6066561C29,지속가능채권,한국중부발전67(지),"2022/02/18","2022/02/17","2052/02/17","3.01200","40,000","40,000",회사채
,한국중부발전,KR6066561C52,지속가능채권,한국중부발전68-1(지),"2022/05/25","2022/05/24","2042/05/24","3.78500","20,000","20,000",회사채
,한국중부발전,KR6066561C86,녹색채권,한국중부발전71-1(녹),"2022/08/25","2022/08/24","2025/08/24","4.18100","40,000","40,000",회사채
,한국중부발전,KR6066562AA0,지속가능채권,한국중부발전59-2(지),"2020/10/30","2020/10/30","2025/10/30","1.45300","60,000","60,000",회사채
,한국중부발전,KR6066562B52,지속가능채권,한국중부발전62-2(지),"2021/05/28","2021/05/27","2031/05/27","2.21800","20,000","20,000",회사채
,한국중부발전,KR6066562C51,지속가능채권,한국중부발전68-2(지),"2022/05/25","2022/05/24","2052/05/24","3.76400","60,000","60,000",회사채
,한국중부발전,KR6066562C69,지속가능채권,한국중부발전69-2(지),"2022/06/23","2022/06/22","2042/06/22","4.24400","30,000","30,000",회사채
,한국중부발전,KR6066563C68,지속가능채권,한국중부발전69-3(지),"2022/06/23","2022/06/22","2052/06/22","4.08300","10,000","10,000",회사채
,LG전자,KR6066571B51,녹색채권,LG전자98-1(녹),"2021/05/04","2021/05/04","2026/05/04","1.86700","120,000","120,000",회사채
,LG전자,KR6066572B50,녹색채권,LG전자98-2(녹),"2021/05/04","2021/05/04","2028/05/04","2.09800","70,000","70,000",회사채
,인천국제공항공사,KR352201GBA1,사회적채권,인천국제공항공사166(사),"2021/10/12","2021/10/07","2026/10/07","2.25600","100,000","100,000",특수채
,현대삼호중공업,KR6067031B79,녹색채권,현대삼호중공업16-1(녹),"2021/07/08","2021/07/08","2023/07/08","2.80000","34,000","34,000",회사채
,현대삼호중공업,KR6067032B78,녹색채권,현대삼호중공업16-2(녹),"2021/07/08","2021/07/08","2024/07/08","3.32000","66,000","66,000",회사채
,한국동서발전,KR6068171B69,녹색채권,한국동서발전38-1(녹),"2021/06/11","2021/06/10","2024/06/10","1.38700","100,000","100,000",회사채
,한국동서발전,KR6068171C43,녹색채권,한국동서발전42(녹),"2022/04/25","2022/04/22","2025/04/22","3.74700","60,000","60,000",회사채
,한국동서발전,KR6068171C68,녹색채권,한국동서발전44-1(녹),"2022/06/08","2022/06/07","2025/06/05","3.82100","90,000","90,000",회사채
,한국동서발전,KR6068172B68,녹색채권,한국동서발전38-2(녹),"2021/06/11","2021/06/10","2026/06/10","1.89300","130,000","130,000",회사채
,한국동서발전,KR6068172C67,녹색채권,한국동서발전44-2(녹),"2022/06/08","2022/06/07","2027/06/07","4.01500","30,000","30,000",회사채
,한국동서발전,KR6068173B67,녹색채권,한국동서발전38-3(녹),"2021/06/11","2021/06/10","2031/06/10","2.19300","30,000","30,000",회사채
,한국동서발전,KR6068174BB8,녹색채권,한국동서발전41-1(녹),"2021/11/23","2021/11/22","2024/11/22","2.40600","30,000","30,000",회사채
,한국동서발전,KR6068175BB5,녹색채권,한국동서발전41-2(녹),"2021/11/23","2021/11/22","2026/11/20","2.57800","10,000","10,000",회사채
,한국동서발전,KR6068176BB3,녹색채권,한국동서발전41-3(녹),"2021/11/23","2021/11/22","2041/11/22","2.55800","40,000","40,000",회사채
,한국동서발전,KR6068177BB1,녹색채권,한국동서발전41-4(녹),"2021/11/23","2021/11/22","2051/11/22","2.52100","40,000","40,000",회사채
,SK렌터카,KR6068402B29,녹색채권,에스케이렌터카45-2(녹),"2021/02/04","2021/02/04","2026/02/04","1.87700","98,000","98,000",회사채
,한화건설,KR6068922B46,녹색채권,한화건설109-2(녹),"2021/04/30","2021/04/30","2024/04/30","2.44200","120,000","120,000",회사채
,지에스이앤알,KR6069593B42,녹색채권,지에스이앤알26-3(녹),"2021/04/13","2021/04/13","2028/04/13","2.81200","30,000","30,000",회사채
,지역난방공사,KR354201GB77,녹색채권,한국지역난방공사46-1(녹),"2021/07/13","2021/07/13","2023/07/13","1.39200","60,000","60,000",특수채
,지역난방공사,KR354201GC27,지속가능채권,한국지역난방공사50-1(지),"2022/02/24","2022/02/23","2024/02/23","2.29700","150,000","150,000",특수채
,지역난방공사,KR354201GC35,녹색채권,한국지역난방공사51(녹),"2022/03/08","2022/03/08","2024/03/08","2.28500","100,000","100,000",특수채
,지역난방공사,KR354202GB76,녹색채권,한국지역난방공사46-2(녹),"2021/07/13","2021/07/13","2024/07/12","1.60600","100,000","100,000",특수채
,지역난방공사,KR354202GC26,지속가능채권,한국지역난방공사50-2(지),"2022/02/24","2022/02/23","2027/02/23","2.71400","100,000","100,000",특수채
,교보생명,KR6073981B93,지속가능채권,교보생명보험신종자본증권 3(지),"2021/09/10","2021/09/10","2051/09/10","3.72000","470,000","470,000",회사채
,한화토탈에너지스,KR6076952C25,녹색채권,한화토탈에너지스25-2(녹),"2022/02/25","2022/02/25","2027/02/25","3.19300","70,000","70,000",회사채
,인천도시공사,KR354301GB92,사회적채권,인천도시공사206(사),"2021/10/01","2021/09/29","2026/09/29","2.28400","100,000","100,000",특수채
,인천도시공사,KR354303GC40,사회적채권,인천도시공사211(사),"2022/04/28","2022/04/27","2024/04/26","3.33400","150,000","150,000",특수채
,한국주택금융공사,KR354401GAB5,사회적채권,한국주택금융공사MBS2020-35(1-1)(사),"2020/11/16","2020/11/10","2022/11/10","1.09800","213,000","93,720",특수채
,한국주택금융공사,KR354401GB59,사회적채권,한국주택금융공사MBS2021-10(1-8)(사),"2021/05/13","2021/05/07","2041/05/07","2.54500","40,000","40,000",특수채
,한국주택금융공사,KR354401GB75,사회적채권,한국주택금융공사55(사),"2021/07/05","2021/07/02","2024/07/02","1.63600","310,000","310,000",특수채
,한국주택금융공사,KR354401GBA5,사회적채권,한국주택금융공사58(사),"2021/10/12","2021/10/07","2024/10/07","1.91800","290,000","290,000",특수채
,한국주택금융공사,KR354401GBB3,사회적채권,한국주택금융공사59(사),"2021/11/08","2021/11/03","2023/11/03","2.13000","100,000","100,000",특수채
,한국주택금융공사,KR354401GBC1,사회적채권,한국주택금융공사MBS2021-25(1-1)(사),"2021/12/09","2021/12/03","2022/12/03","1.72000","146,400","146,400",특수채
,한국주택금융공사,KR354401GC17,사회적채권,한국주택금융공사62(사),"2022/01/11","2022/01/06","2025/01/06","2.14700","190,000","190,000",특수채
,한국주택금융공사,KR354401GC25,사회적채권,한국주택금융공사63(사),"2022/02/10","2022/02/07","2025/02/07","2.42600","310,000","310,000",특수채
,한국주택금융공사,KR354401GC33,사회적채권,한국주택금융공사64(사),"2022/03/11","2022/03/07","2025/03/07","2.48600","310,000","310,000",특수채
,한국주택금융공사,KR354401GC41,사회적채권,한국주택금융공사66(사),"2022/04/05","2022/04/04","2024/04/04","2.76700","250,000","250,000",특수채
,한국주택금융공사,KR354401GC58,사회적채권,한국주택금융공사MBS2022-9(1-1)(사),"2022/05/19","2022/05/13","2023/05/13","2.28700","54,900","54,900",특수채
,한국주택금융공사,KR354401GC66,사회적채권,한국주택금융공사70(사),"2022/06/14","2022/06/10","2025/06/10","3.60500","170,000","170,000",특수채
,한국주택금융공사,KR354401GC74,사회적채권,한국주택금융공사72(변)(사),"2022/07/12","2022/07/07","2023/07/07","2.97000","160,000","160,000",특수채
,한국주택금융공사,KR354401GC82,사회적채권,한국주택금융공사76(변)(사),"2022/08/05","2022/08/03","2023/08/03","2.91000","470,000","470,000",특수채
,한국주택금융공사,KR354401GC90,사회적채권,한국주택금융공사78(사),"2022/09/08","2022/09/05","2025/09/05","4.28100","220,000","220,000",특수채
,한국주택금융공사,KR354402G957,사회적채권,한국주택금융공사MBS2019-10(1-2)(사),"2019/05/16","2019/05/10","2024/05/10","1.94600","340,000","207,400",특수채
,한국주택금융공사,KR354402GA75,사회적채권,한국주택금융공사MBS2020-22(1-2)(사),"2020/07/09","2020/07/03","2025/07/03","1.67200","290,000","290,000",특수채
,한국주택금융공사,KR354402GA83,사회적채권,한국주택금융공사MBS 2020-26(1-2)(사),"2020/08/13","2020/08/07","2025/08/07","1.37500","290,000","290,000",특수채
,한국주택금융공사,KR354402GA91,사회적채권,한국주택금융공사MBS2020-29(1-2)(사),"2020/09/10","2020/09/04","2025/09/04","1.50500","330,000","330,000",특수채
,한국주택금융공사,KR354402GAA5,사회적채권,한국주택금융공사MBS2020-32(1-2)(사),"2020/10/19","2020/10/13","2022/10/13","1.02300","200,000","200,000",특수채
,한국주택금융공사,KR354402GAB3,사회적채권,한국주택금융공사MBS2020-35(1-2)(사),"2020/11/16","2020/11/10","2025/11/10","1.48700","360,000","360,000",특수채
,한국주택금융공사,KR354402GAC1,사회적채권,한국주택금융공사MBS2020-38(1-2)(사),"2020/12/10","2020/12/04","2022/12/04","1.06700","200,000","200,000",특수채
,한국주택금융공사,KR354402GB17,사회적채권,한국주택금융공사MBS2021-1(1-2)(사),"2021/01/21","2021/01/15","2023/01/15","1.03700","180,000","180,000",특수채
,한국주택금융공사,KR354402GB25,사회적채권,한국주택금융공사MBS2021-3(1-2)(사),"2021/02/15","2021/02/05","2023/02/05","1.00900","170,000","170,000",특수채
,한국주택금융공사,KR354402GB33,사회적채권,한국주택금융공사MBS2021-5(1-2)(사),"2021/03/18","2021/03/12","2023/03/12","1.12500","170,000","170,000",특수채
,한국주택금융공사,KR354402GB41,사회적채권,한국주택금융공사MBS2021-7(1-2)(사),"2021/04/08","2021/04/02","2023/04/02","1.10700","160,000","160,000",특수채
,한국주택금융공사,KR354402GB58,사회적채권,한국주택금융공사MBS2021-10(1-7)(사),"2021/05/13","2021/05/07","2036/05/07","2.54500","130,000","130,000",특수채
,한국주택금융공사,KR354402GB66,사회적채권,한국주택금융공사MBS2021-13(1-2)(사),"2021/06/21","2021/06/15","2023/06/15","1.30000","180,000","180,000",특수채
,한국주택금융공사,KR354402GB82,사회적채권,한국주택금융공사MBS2021-17(1-2)(사),"2021/08/12","2021/08/06","2023/08/06","1.46300","190,000","190,000",특수채
,한국주택금융공사,KR354402GB90,사회적채권,한국주택금융공사MBS2021-20(1-2)(사),"2021/09/09","2021/09/03","2023/09/03","1.47100","190,000","190,000",특수채
,한국주택금융공사,KR354402GBA3,사회적채권,한국주택금융공사MBS2021-22(1-1)(사),"2021/10/21","2021/10/15","2056/10/25","2.81000","94,488","82,083",특수채
,한국주택금융공사,KR354402GBB1,사회적채권,한국주택금융공사60(사),"2021/11/18","2021/11/12","2024/11/12","2.12900","160,000","160,000",특수채
,한국주택금융공사,KR354402GBC9,사회적채권,한국주택금융공사MBS2021-25(1-2)(사),"2021/12/09","2021/12/03","2023/12/03","1.93600","140,000","140,000",특수채
,한국주택금융공사,KR354402GC16,사회적채권,한국주택금융공사MBS2022-1(1-1)(사),"2022/01/27","2022/01/21","2023/01/21","1.82600","96,400","96,400",특수채
,한국주택금융공사,KR354402GC24,사회적채권,한국주택금융공사MBS2022-2(1-1)(사),"2022/02/17","2022/02/11","2023/02/11","1.85500","86,800","86,800",특수채
,한국주택금융공사,KR354402GC32,사회적채권,한국주택금융공사MBS2022-4(1-1)(사),"2022/03/21","2022/03/15","2024/03/15","2.45900","52,900","47,610",특수채
,한국주택금융공사,KR354402GC40,사회적채권,한국주택금융공사MBS2022-6(1-2)(사),"2022/04/14","2022/04/08","2024/04/08","2.98200","40,000","40,000",특수채
,한국주택금융공사,KR354402GC57,사회적채권,한국주택금융공사MBS2022-9(1-2)(사),"2022/05/19","2022/05/13","2024/05/13","3.08700","60,000","60,000",특수채
,한국주택금융공사,KR354402GC65,사회적채권,한국주택금융공사MBS2022-11(1-1)(사),"2022/06/16","2022/06/10","2023/06/10","2.81800","36,200","36,200",특수채
,한국주택금융공사,KR354402GC73,사회적채권,한국주택금융공사MBS2022-14(1-1)(사),"2022/07/18","2022/07/12","2024/07/12","3.79000","59,600","59,600",특수채
,한국주택금융공사,KR354402GC81,사회적채권,한국주택금융공사MBS2022-16(1-1)(사),"2022/08/11","2022/08/05","2023/08/05","3.46900","36,800","36,800",특수채
,한국주택금융공사,KR354402GC99,사회적채권,한국주택금융공사79(사),"2022/09/21","2022/09/15","2027/09/15","4.25000","150,000","150,000",특수채
,한국주택금융공사,KR354403G930,사회적채권,한국주택금융공사MBS2019-6(1-2)(사),"2019/03/14","2019/03/08","2024/03/08","2.10400","220,000","105,600",특수채
,한국주택금융공사,KR354403G955,사회적채권,한국주택금융공사MBS2019-10(1-3)(사),"2019/05/16","2019/05/10","2029/05/10","2.01900","210,000","210,000",특수채
,한국주택금융공사,KR354403G989,사회적채권,한국주택금융공사MBS2019-15(1-2)(사),"2019/08/16","2019/08/09","2024/08/09","1.37200","250,000","182,500",특수채
,한국주택금융공사,KR354403G997,사회적채권,한국주택금융공사MBS2019-17(1-2)(사),"2019/09/11","2019/09/06","2024/09/06","1.58800","310,000","269,700",특수채
,한국주택금융공사,KR354403G9A1,사회적채권,한국주택금융공사MBS2019-19(1-3)(사),"2019/10/21","2019/10/15","2022/10/15","1.52000","160,000","160,000",특수채
,한국주택금융공사,KR354403G9B9,사회적채권,한국주택금융공사MBS2019-21(1-3)(사),"2019/11/14","2019/11/08","2022/11/08","1.72200","160,000","160,000",특수채
,한국주택금융공사,KR354403G9C7,사회적채권,한국주택금융공사MBS2019-25(1-3)(사),"2019/12/12","2019/12/06","2022/12/06","1.61900","220,000","220,000",특수채
,한국주택금융공사,KR354403GA17,사회적채권,한국주택금융공사MBS2020-1(1-3)(사),"2020/01/16","2020/01/10","2023/01/10","1.50700","210,000","210,000",특수채
,한국주택금융공사,KR354403GA25,사회적채권,한국주택금융공사MBS2020-4(1-3)(사),"2020/02/10","2020/02/04","2023/02/04","1.50200","460,000","460,000",특수채
,한국주택금융공사,KR354403GA33,사회적채권,한국주택금융공사MBS2020-7(1-3)(사),"2020/03/12","2020/03/06","2023/03/06","1.27300","310,000","310,000",특수채
,한국주택금융공사,KR354403GA41,사회적채권,한국주택금융공사MBS2020-9(1-3)(사),"2020/04/09","2020/04/03","2023/04/03","1.36800","50,000","50,000",특수채
,한국주택금융공사,KR354403GA58,사회적채권,한국주택금융공사MBS2020-13(1-3)(사),"2020/05/18","2020/05/12","2023/05/12","1.19400","110,000","110,000",특수채
,한국주택금융공사,KR354403GA66,사회적채권,한국주택금융공사MBS2020-18(1-3)(사),"2020/06/15","2020/06/09","2023/06/09","1.14200","180,000","180,000",특수채
,한국주택금융공사,KR354403GA74,사회적채권,한국주택금융공사MBS2020-22(1-3)(사),"2020/07/09","2020/07/03","2030/07/03","1.93000","180,000","180,000",특수채
,한국주택금융공사,KR354403GA82,사회적채권,한국주택금융공사MBS 2020-26(1-3)(사),"2020/08/13","2020/08/07","2030/08/07","1.63900","180,000","180,000",특수채
,한국주택금융공사,KR354403GA90,사회적채권,한국주택금융공사MBS2020-29(1-3)(사),"2020/09/10","2020/09/04","2030/09/04","1.76400","200,000","200,000",특수채
,한국주택금융공사,KR354403GAA3,사회적채권,한국주택금융공사MBS2020-32(1-3)(사),"2020/10/19","2020/10/13","2023/10/13","1.14300","240,000","240,000",특수채
,한국주택금융공사,KR354403GAB1,사회적채권,한국주택금융공사MBS2020-35(1-3)(사),"2020/11/16","2020/11/10","2030/11/10","1.73100","180,000","180,000",특수채
,한국주택금융공사,KR354403GAC9,사회적채권,한국주택금융공사MBS2020-38(1-3)(사),"2020/12/10","2020/12/04","2023/12/04","1.20900","250,000","250,000",특수채
,한국주택금융공사,KR354403GB16,사회적채권,한국주택금융공사MBS2021-1(1-3)(사),"2021/01/21","2021/01/15","2024/01/15","1.16200","230,000","230,000",특수채
,한국주택금융공사,KR354403GB24,사회적채권,한국주택금융공사MBS2021-3(1-3)(사),"2021/02/15","2021/02/05","2024/02/05","1.16100","220,000","220,000",특수채
,한국주택금융공사,KR354403GB32,사회적채권,한국주택금융공사MBS2021-5(1-3)(사),"2021/03/18","2021/03/12","2024/03/12","1.36100","240,000","240,000",특수채
,한국주택금융공사,KR354403GB40,사회적채권,한국주택금융공사MBS2021-7(1-3)(사),"2021/04/08","2021/04/02","2024/04/02","1.30100","220,000","220,000",특수채
,한국주택금융공사,KR354403GB57,사회적채권,한국주택금융공사MBS2021-10(1-6)(사),"2021/05/13","2021/05/07","2031/05/07","2.44500","220,000","220,000",특수채
,한국주택금융공사,KR354403GB65,사회적채권,한국주택금융공사MBS2021-13(1-3)(사),"2021/06/21","2021/06/15","2024/06/15","1.46700","230,000","230,000",특수채
,한국주택금융공사,KR354403GB73,사회적채권,한국주택금융공사MBS2021-15(1-2)(사),"2021/07/15","2021/07/09","2023/07/09","1.44300","190,000","190,000",특수채
,한국주택금융공사,KR354403GB81,사회적채권,한국주택금융공사MBS2021-17(1-3)(사),"2021/08/12","2021/08/06","2024/08/06","1.65300","230,000","230,000",특수채
,한국주택금융공사,KR354403GB99,사회적채권,한국주택금융공사MBS2021-20(1-3)(사),"2021/09/09","2021/09/03","2024/09/03","1.61000","230,000","230,000",특수채
,한국주택금융공사,KR354403GBA1,사회적채권,한국주택금융공사MBS2021-23(1-1)(사),"2021/10/28","2021/10/22","2022/10/22","1.47100","186,900","186,900",특수채
,한국주택금융공사,KR354403GBB9,사회적채권,한국주택금융공사MBS2021-24(1-1)(사),"2021/11/25","2021/11/19","2022/11/19","1.60700","159,300","159,300",특수채
,한국주택금융공사,KR354403GBC7,사회적채권,한국주택금융공사MBS2021-25(1-3)(사),"2021/12/09","2021/12/03","2024/12/03","2.04700","180,000","180,000",특수채
,한국주택금융공사,KR354403GC15,사회적채권,한국주택금융공사MBS2022-1(1-2)(사),"2022/01/27","2022/01/21","2024/01/21","2.18000","110,000","110,000",특수채
,한국주택금융공사,KR354403GC23,사회적채권,한국주택금융공사MBS2022-2(1-2)(사),"2022/02/17","2022/02/11","2024/02/11","2.35800","110,000","110,000",특수채
,한국주택금융공사,KR354403GC31,사회적채권,한국주택금융공사MBS2022-4(1-2)(사),"2022/03/21","2022/03/15","2027/03/15","2.99000","250,000","250,000",특수채
,한국주택금융공사,KR354403GC49,사회적채권,한국주택금융공사MBS2022-6(1-3)(사),"2022/04/14","2022/04/08","2025/04/08","3.26500","90,000","90,000",특수채
,한국주택금융공사,KR354403GC56,사회적채권,한국주택금융공사MBS2022-9(1-3)(사),"2022/05/19","2022/05/13","2025/05/13","3.39400","140,000","140,000",특수채
,한국주택금융공사,KR354403GC64,사회적채권,한국주택금융공사MBS2022-11(1-2)(사),"2022/06/16","2022/06/10","2024/06/10","3.28800","50,000","50,000",특수채
,한국주택금융공사,KR354403GC72,사회적채권,한국주택금융공사MBS2022-14(1-2)(사),"2022/07/18","2022/07/12","2027/07/12","4.01200","210,000","210,000",특수채
,한국주택금융공사,KR354403GC80,사회적채권,한국주택금융공사MBS2022-16(1-2)(사),"2022/08/11","2022/08/05","2024/08/05","3.61300","50,000","50,000",특수채
,한국주택금융공사,KR354404G938,사회적채권,한국주택금융공사MBS2019-6(1-3)(사),"2019/03/14","2019/03/08","2029/03/08","2.26400","140,000","140,000",특수채
,한국주택금융공사,KR354404G946,사회적채권,한국주택금융공사MBS2019-8(1-4)(사),"2019/04/11","2019/04/05","2024/04/05","1.89000","280,000","268,800",특수채
,한국주택금융공사,KR354404G953,사회적채권,한국주택금융공사MBS2019-10(1-4)(사),"2019/05/16","2019/05/10","2039/05/10","1.99400","70,000","70,000",특수채
,한국주택금융공사,KR354404G961,사회적채권,한국주택금융공사MBS2019-12(1-4)(사),"2019/06/20","2019/06/14","2024/06/14","1.67600","200,000","200,000",특수채
,한국주택금융공사,KR354404G987,사회적채권,한국주택금융공사MBS2019-15(1-3)(사),"2019/08/16","2019/08/09","2029/08/09","1.38900","150,000","150,000",특수채
,한국주택금융공사,KR354404G995,사회적채권,한국주택금융공사MBS2019-17(1-3)(사),"2019/09/11","2019/09/06","2029/09/06","1.62300","190,000","190,000",특수채
,한국주택금융공사,KR354404G9A0,사회적채권,한국주택금융공사MBS2019-19(1-4)(사),"2019/10/21","2019/10/15","2024/10/15","1.65000","290,000","290,000",특수채
,한국주택금융공사,KR354404G9B8,사회적채권,한국주택금융공사MBS2019-21(1-4)(사),"2019/11/14","2019/11/08","2024/11/08","1.95600","320,000","320,000",특수채
,한국주택금융공사,KR354404G9C6,사회적채권,한국주택금융공사MBS2019-25(1-4)(사),"2019/12/12","2019/12/06","2024/12/06","1.77700","440,000","440,000",특수채
,한국주택금융공사,KR354404GA16,사회적채권,한국주택금융공사MBS2020-1(1-4)(사),"2020/01/16","2020/01/10","2025/01/10","1.66100","440,000","440,000",특수채
,한국주택금융공사,KR354404GA24,사회적채권,한국주택금융공사MBS2020-4(1-4)(사),"2020/02/10","2020/02/04","2025/02/04","1.66200","970,000","970,000",특수채
,한국주택금융공사,KR354404GA32,사회적채권,한국주택금융공사MBS2020-7(1-4)(사),"2020/03/12","2020/03/06","2025/03/06","1.42000","640,000","640,000",특수채
,한국주택금융공사,KR354404GA40,사회적채권,한국주택금융공사MBS2020-9(1-4)(사),"2020/04/09","2020/04/03","2025/04/03","1.61800","120,000","120,000",특수채
,한국주택금융공사,KR354404GA57,사회적채권,한국주택금융공사MBS2020-13(1-4)(사),"2020/05/18","2020/05/12","2025/05/12","1.67900","270,000","270,000",특수채
,한국주택금융공사,KR354404GA65,사회적채권,한국주택금융공사MBS2020-18(1-4)(사),"2020/06/15","2020/06/09","2025/06/09","1.63500","390,000","390,000",특수채
,한국주택금융공사,KR354404GA73,사회적채권,한국주택금융공사MBS2020-22(1-4)(사),"2020/07/09","2020/07/03","2040/07/03","1.96400","60,000","60,000",특수채
,한국주택금융공사,KR354404GA81,사회적채권,한국주택금융공사MBS 2020-26(1-4)(사),"2020/08/13","2020/08/07","2040/08/07","1.75500","60,000","60,000",특수채
,한국주택금융공사,KR354404GA99,사회적채권,한국주택금융공사MBS2020-29(1-4)(사),"2020/09/10","2020/09/04","2040/09/04","1.86500","70,000","70,000",특수채
,한국주택금융공사,KR354404GAA1,사회적채권,한국주택금융공사MBS2020-32(1-4)(사),"2020/10/19","2020/10/13","2025/10/13","1.43100","390,000","390,000",특수채
,한국주택금융공사,KR354404GAB9,사회적채권,한국주택금융공사MBS2020-35(1-4)(사),"2020/11/16","2020/11/10","2040/11/10","1.83000","60,000","60,000",특수채
,한국주택금융공사,KR354404GAC7,사회적채권,한국주택금융공사MBS2020-38(1-4)(사),"2020/12/10","2020/12/04","2025/12/04","1.61900","460,000","460,000",특수채
,한국주택금융공사,KR354404GB15,사회적채권,한국주택금융공사MBS2021-1(1-4)(사),"2021/01/21","2021/01/15","2026/01/15","1.54400","490,000","490,000",특수채
,한국주택금융공사,KR354404GB23,사회적채권,한국주택금융공사MBS2021-3(1-4)(사),"2021/02/15","2021/02/05","2026/02/05","1.51400","500,000","500,000",특수채
,한국주택금융공사,KR354404GB31,사회적채권,한국주택금융공사MBS2021-5(1-4)(사),"2021/03/18","2021/03/12","2026/03/12","1.90400","510,000","510,000",특수채
,한국주택금융공사,KR354404GB49,사회적채권,한국주택금융공사MBS2021-7(1-4)(사),"2021/04/08","2021/04/02","2026/04/02","1.90400","450,000","450,000",특수채
,한국주택금융공사,KR354404GB56,사회적채권,한국주택금융공사MBS2021-10(1-5)(사),"2021/05/13","2021/05/07","2028/05/07","2.23500","270,000","270,000",특수채
,한국주택금융공사,KR354404GB64,사회적채권,한국주택금융공사MBS2021-13(1-4)(사),"2021/06/21","2021/06/15","2026/06/15","1.92700","500,000","500,000",특수채
,한국주택금융공사,KR354404GB72,사회적채권,한국주택금융공사MBS2021-15(1-3)(사),"2021/07/15","2021/07/09","2024/07/09","1.62300","230,000","230,000",특수채
,한국주택금융공사,KR354404GB80,사회적채권,한국주택금융공사MBS2021-17(1-4)(사),"2021/08/12","2021/08/06","2026/08/06","1.91900","550,000","550,000",특수채
,한국주택금융공사,KR354404GB98,사회적채권,한국주택금융공사MBS2021-20(1-4)(사),"2021/09/09","2021/09/03","2026/09/03","1.87600","510,000","510,000",특수채
