순번,인증번호,기술명칭,분류코드,기관명,발급부처,인증확정일,인증만료일
272,GT-22-01335,저류형 트렌치 지중심지관수 기술,T100603,(주)마이즈텍,환경부,2022.01.20,2025.01.19
273,GT-22-01334,농용차량 및 트랙터 배기가스 후처리 장치기술,T050301,(주)테스크,농림축산식품부,2022.01.20,2025.01.19
274,GT-22-01332,무기흡착 및 촉매산화 자체재생기술을 이용한 소규모 인쇄공정 VOCs 제거기술,T100707,세종대학교산학협력단,환경부,2022.01.20,2025.01.19
275,GT-22-01333,에탄올 베이스 잉크를 이용한 플라스틱 필름 포장재 제조기술,T100503,(주)원광지앤피,농림축산식품부,2022.01.20,2025.01.19
276,GT-22-01330,고로슬래그 및 중조탈황분진을 이용한 매입말뚝용 주면고정재 제조기술,T100302,주식회사 대웅,환경부,2022.01.20,2025.01.19
277,GT-22-01331,직화구이점에서 배출되는 유적 제거를 위한 거울상 대칭 다단 세정 기술,T100707,이화여자대학교 산학협력단,환경부,2022.01.20,2025.01.19
278,GT-22-01329,고로슬래그 및 중조탈황분진을 이용한 매입말뚝용 주면고정재 제조기술,T100302,(주)지안산업,환경부,2022.01.20,2025.01.19
279,GT-22-01328,고로슬래그 및 중조탈황분진을 이용한 매입말뚝용 주면고정재 제조기술,T100302,(주)씨엠디기술단,환경부,2022.01.20,2025.01.19
280,GT-22-01327,소금물 전기분해식 세정탈취기술,T100706,아쿠아셀(주),환경부,2022.01.20,2025.01.19
281,GT-22-01320,"순환 상온 아스팔트 혼합물(폐유리, 레드머드)을 활용한 흙포장 대체재 제조기술",T100302,우석대학교산학협력단,환경부,2022.01.20,2025.01.19
282,GT-22-01325,LED 광원별 전원 공급 제어에 의한 소비전력 절감 기술,T040107,포스텍네트웍스(주),산업통상자원부,2022.01.20,2025.01.19
283,GT-22-01326,기밀블록 적용을 통한 기밀성 향상 창호 제조 기술,T100503,새창산업,중소벤처기업부,2022.01.20,2025.01.19
284,GT-22-01324,화질저하 방지 저전력 전류제어 LED전광판 기술,T040107,주식회사 애즈원,과학기술정보통신부,2022.01.20,2025.01.19
285,GT-22-01323,에너지 효율 및 조사거리가 확보된 복사파 건조기술,T020905,(주)쓰리텍,산업통상자원부,2022.01.20,2025.01.19
286,GT-22-01322,친환경 발수가공 흡한속건 드로즈팬티,T070803,다우,산업통상자원부,2022.01.20,2025.01.19
287,GT-22-01316,생활계 복합 폐합성수지 기반 장수명(MTTF 6년 이상) 목재 대체품 제조기술,T100302,주식회사 이에스알산업,환경부,2022.01.20,2025.01.19
288,GT-22-01321,재활용성(펄프회수성) 코팅종이 제조기술,T100503,주식회사 애니켐,중소벤처기업부,2022.01.20,2025.01.19
289,GT-22-01319,경량형 건물정보 기술을 활용한 AI 기반 냉난방공조 자동제어 기술,T040502,주식회사 케이티,중소벤처기업부,2022.01.20,2025.01.19
290,GT-22-01313, IoT 스마트센서 기반 통합하수처리시설 최적 에너지관리 스마트 솔루션 ,T040502, 주식회사 유앤유,중소벤처기업부,2022.01.20,2025.01.19
291,GT-22-01318,패각 분말을 활용한 방수재 제조기술,T100302,국제방수케미칼,환경부,2022.01.20,2025.01.19
292,GT-22-01315,교번 펄스 폭 변조 방식의 고효율 LED 광원 제어 기술,T020703,(주)지엘티,산업통상자원부,2022.01.20,2025.01.19
293,GT-22-01314,수목보호관리를 위한 친환경 기능성물질이 함유된  황토수목보호제(황토약손) 배합기술과 수목도포방법 ,T100503,주식회사 두호랜텍,중소벤처기업부,2022.01.20,2025.01.19
294,GT-22-01312,페로니켈 슬래그 골재를 사용한 보차도용 콘크리트 블록 제조 기술,T100302,(주)정우콘크리트,환경부,2022.01.20,2025.01.19
295,GT-21-01285,3층 구조의 초발수성 흡수속건 냉감의류 제조기술,T070802,주식회사 인터다임,산업통상자원부,2021.12.16,2024.12.15
296,GT-21-01309,스팀을 이용한 활성탄 재생시스템이 결합된 자동차 공업사 도장부스 VOC 제거 및 관리기술 ,T100707,주식회사 우진이엔지,환경부,2021.12.16,2024.12.15
297,GT-21-01305,커튼월 개구부에서 단차 프레임을 이용한 창 시공 단순화 기술,T060401,쌍용건설(주),환경부,2021.12.16,2024.12.15
298,GT-21-01307,외부온도에 연동하여 압축기 운전 대수를 제어하는 지열히트펌프시스템,T010801,지엔원에너지(주),환경부,2021.12.16,2024.12.15
299,GT-21-01310,대기오염 방지시설의 폐열을 재활용한 하수찌꺼기 건조 기술,T020905,주식회사 제이에스엔디,중소벤처기업부,2021.12.16,2024.12.15
300,GT-21-01294,"특수 설계된 광학장치, 빛 제어 바이저 및 정밀한 에이밍을 통해 조명성능을 향상시킨 LED투광등 제조기술",T020703,머스코코리아 유한회사,중소벤처기업부,2021.12.16,2024.12.15
301,GT-21-01288,나노파우더를 적용한 LED 패키지 기술,T020908,(주)솔라루체,중소벤처기업부,2021.12.16,2024.12.15
302,GT-21-01306,VOC 처리용 농축촉매 산화장치 제조기술,T070203,(주)대양이엔아이,중소벤처기업부,2021.12.16,2024.12.15
303,GT-21-01308,재사용 폴리에틸렌을 혼합한 다층 플라스틱 봉투 제조기술,T100503,광명화학공업사,중소벤처기업부,2021.12.16,2024.12.15
304,GT-21-01304,커튼월 개구부에서 단차 프레임을 이용한 창 시공 단순화 기술,T060401,(주)제일엔지니어링종합건축사사무소,환경부,2021.12.16,2024.12.15
305,GT-21-01300,커튼월 개구부에서 단차 프레임을 이용한 창 시공 단순화 기술,T060401,(주)지엘산업테크,환경부,2021.12.16,2024.12.15
306,GT-21-01303,분말 3층 에코세라폭시골드 도장강관 및 이형관 제조 기술,T030901,(주)광성이엔지,환경부,2021.12.16,2024.12.15
307,GT-21-01295,서지전압 보호기능이 강화된 led모듈 전원공급용 컨버터를 활용한 LED모듈과 컨버터를 보호하는 기술,T020701,(주)성안조명,중소벤처기업부,2021.12.16,2024.12.15
308,GT-21-01297,컴파운드 간 일체화 접착 유도형 기술로 접합 안정성을 확보한 지하 구조물 외방수 및 방근 복합공법,T100503,한본인더스트리(주),국토교통부,2021.12.16,2024.12.15
309,GT-21-01302, 핫멜트와 PE 필름을 활용한 상수도관 비굴착 갱생공법,T030901,지에스건설 (주),환경부,2021.12.16,2024.12.15
310,GT-21-01301,핫멜트와 PE 필름을 활용한 상수도관 비굴착 갱생공법,T030901,덕산건설(주),환경부,2021.12.16,2024.12.15
311,GT-21-01298,컴파운드 간 일체화 접착 유도형 기술로 접합 안정성을 확보한 지하 구조물 외방수 및 방근 복합공법,T100503,금광기업(주),국토교통부,2021.12.16,2024.12.15
312,GT-21-01299,컴파운드 간 일체화 접착 유도형 기술로 접합 안정성을 확보한 지하 구조물 외방수 및 방근 복합공법,T100503,남광토건(주),국토교통부,2021.12.16,2024.12.15
313,GT-21-01292,재활용 폐합성수지를 이용한 친환경 수도미터기 보호통 제조 기술,T100503,(주)미래인더스트리,중소벤처기업부,2021.12.16,2024.12.15
314,GT-21-01296,표고버섯에 UV 조사를 적용한 천연유래 비타민D 전환 기술 ,T070502,주식회사 천연스토리,과학기술정보통신부,2021.12.16,2024.12.15
315,GT-21-01286,공공기관 기록물 디지털화를 위한 DB구축 공정관리시스템,T040504,(주)알엠소프트,중소벤처기업부,2021.12.16,2024.12.15
316,GT-21-01290,고속 양방향 전력선 통신 방식의 LED 조명(디밍)제어 기술로 에너지 절감,T020703,(주)씨앤유글로벌,산업통상자원부,2021.12.16,2024.12.15
317,GT-21-01293,이종 복합섬유소재를 활용한 일욕염색공정 기반 습윤발열 기능성 친환경 타월제작 기술,T070803,주식회사 비즈링크,환경부,2021.12.16,2024.12.15
318,GT-21-01291,딥러닝 기반의 이미지 매칭 기법을 적용한 차량 특정 기술,T060202,(유) 에스티원,과학기술정보통신부,2021.12.16,2024.12.15
319,GT-21-01289,실행 프로그램의 히스토그램 분석을 통한 모니터 절전기술,T040501,(주)엔와이컴퓨터,중소벤처기업부,2021.12.16,2024.12.15
320,GT-21-01287,실내 공기질 개선 및 유해물질 저감 기능이 있는 기능성 무기질도료 제조기술,T100503,주택인사랑사회적협동조합,중소벤처기업부,2021.12.16,2024.12.15
321,GT-21-01284,폴리우레아를 사용하여 인발력을 향상시킨 인조잔디 제조기술,T100503,(주)에스씨알,중소벤처기업부,2021.12.16,2024.12.15
322,GT-21-01283,재활용 폴리에스터 원사적용 항균 및 흡한속건 내의류 제조기술,T070801,(주)보광아이엔티,산업통상자원부,2021.12.16,2024.12.15
323,GT-21-01282,"바이오매스, 수용성 고분자를 적용한 수용성 코팅 페이퍼 제조 기술",T100503,(주)바이오소재,중소벤처기업부,2021.12.16,2024.12.15
324,GT-18-00561,용융형 열가소성 PA웹을 적용한 아스팔트 보강재 제조기술,T100502,(주)에프투비,중소벤처기업부,2018.12.13,2024.12.12
325,GT-18-00579,대기환경 유해가스 및 악취 유발 물질 감지용 전기화학식 가스센서 기술,T100705,(주)센코,환경부,2018.12.13,2024.12.12
326,GT-18-00558,대기전력 전류량 감지를 이용한 에너지절감 기술,T040601,이솔정보통신(주),중소벤처기업부,2018.12.13,2024.12.12
327,GT-18-00578,가스조성 예측을 이용한 희박연소 시스템 기반 매립가스 발전기술,T020201,(주)하나티이씨,환경부,2018.12.13,2024.12.12
328,GT-18-00574,전면부 식생포대가 결합된 식생 활착용 개비온 옹벽 제조기술,T100603,(주)와이즈이앤지,환경부,2018.12.13,2024.12.12
329,GT-18-00565,방열기능을 갖는 등기구 및 모듈 제조기술,T020703,(주)케이지테크,중소벤처기업부,2018.12.13,2024.12.12
330,GT-18-00563,펄스폭변조 회로의 신호에 따라 전원을 제어하는 컴퓨터 절전기술,T040501,(주)제스트전자,중소벤처기업부,2018.12.13,2024.12.12
331,GT-18-00562,수처리용 고염기도 폴리염화알루미늄칼슘계 무기응집제 제조기술,T100503,미주엔비켐(주),중소벤처기업부,2018.12.13,2024.12.12
332,GT-18-00564,고염기도 수처리 응집제 제조기술,T100503,대경폴리켐 주식회사,중소벤처기업부,2018.12.13,2024.12.12
333,GT-18-00580,교반장치와 습도차를 이용한 고형연료(SRF) 건조 기술,T100301,(주)포스코건설,환경부,2018.12.13,2024.12.12
334,GT-18-00568,고효율 무정전전원장치의 다중화 중성점 제어 및 3레벨 인터리브드 충방전기 제어 기술,T040503,성신전기공업(주),과학기술정보통신부,2018.12.13,2024.12.12
335,GT-18-00572,1:1반사판구조를 최적화한 LED 조명설계 기술,T020703,(주)마루라이팅,환경부,2018.12.13,2024.12.12
336,GT-18-00581,교반장치와 습도차를 이용한 고형연료(SRF) 건조 기술,T100301,(주)동진씨앤지,환경부,2018.12.13,2024.12.12
337,GT-21-01281,폐고무 및 폐코르크 분말을 사용하여 충격흡수 및 표면온도 특성을 강화한 탄성칩 제조기술,T100503,(주)대건씨앤엘,환경부,2021.11.23,2024.11.22
338,GT-21-01273,폐섬유 고온압축 용융 접착법을 이용한 재활용 패널 제조기술,T100503,(주)세진플러스,환경부,2021.11.23,2024.11.22
339,GT-21-01267,탄소퇴적물을 효과적으로 세정하여 배출가스를 저감하는 연료첨가제 제조기술,T050202,(주)불스원,중소벤처기업부,2021.11.18,2024.11.17
340,GT-21-01268,폐자원인 초유에 대한 자원화 기술,T100301,팜스킨,농림축산식품부,2021.11.18,2024.11.17
341,GT-21-01278,저 전력 환경 어선 및 소형 선박용 항행보조 통신장치 및 단말기술,T050502,(주)지엠티,해양수산부,2021.11.18,2024.11.17
342,GT-21-01271,초고압 인삼 가공 기술을 활용한 화장품 원료 제조 기술,T070504,아모레퍼시픽,농림축산식품부,2021.11.18,2024.11.17
343,GT-21-01255,천연물 기반 첨가제를 이용한 단시간 숙성 그라브락스 생산 기술,T090501,(주)씨웰,농림축산식품부,2021.11.18,2024.11.17
344,GT-21-01279,광각배광 구현이 가능한 간접 LED 조명기술,T020701,주식회사 바이더엠,환경부,2021.11.18,2024.11.17
345,GT-21-01280,그린  ICT 기반 선박 육상전원 공급기술,T050802,이화전기공업(주),해양수산부,2021.11.18,2024.11.17
346,GT-21-01277,유기용매를 사용하지 않는 논솔벤트 합지 공정을 이용한 포장재 제조기술,T100502,동원시스템즈(주),농림축산식품부,2021.11.18,2024.11.17
347,GT-21-01276,서식처 지도 작성을 위한 대형 무척추동물 군집 변화 예측 기술,T100601,한국해양과학기술원,해양수산부,2021.11.18,2024.11.17
348,GT-21-01275,순환골재를 사용한 습식 콘크리트 수로관 제조기술,T100302,한산콘크리트(주),환경부,2021.11.18,2024.11.17
349,GT-21-01274,수팽창성 자가 차수형 우레탄을 활용한 복합방수기술,T100503,케이엘건설(주),중소벤처기업부,2021.11.18,2024.11.17
350,GT-21-01272,초고압 인삼 가공 기술을 활용한 화장품 원료 제조기술,T070504,(주)뉴트렉스테크놀러지,농림축산식품부,2021.11.18,2024.11.17
351,GT-21-01270,수처리용응집제인 폴리수산화염화황산알루미늄의 저온 제조기술,T100503,삼구화학공업(주),환경부,2021.11.18,2024.11.17
352,GT-21-01260,모바일 영상관제 시스템이 적용된 월컨트롤러의 단일 장비 최대 출력 표출 기술,T060101,(주)리드텍,과학기술정보통신부,2021.11.18,2024.11.17
353,GT-21-01269,전기분해 기술을 사용한 선박평형수 처리장치(Electro-Cleen System),T050401,(주)테크로스,해양수산부,2021.11.18,2024.11.17
354,GT-21-01266,복합효소 미생물제제를 이용한 오폐수처리 및 악취제거 바이오 미생물 기술,T100503,주식회사 한국환경기술,중소벤처기업부,2021.11.18,2024.11.17
355,GT-21-01253,복합열원을 이용한 다중사이클 냉난방 지열히트펌프 기술,T010801,(주)부-스타,산업통상자원부,2021.11.18,2024.11.17
356,GT-21-01265,재사용 가능한 스크류파이프 방식의 가설울타리 제작 및 시공기술,T100303,주식회사진방이엔씨,환경부,2021.11.18,2024.11.17
357,GT-21-01258,보강복합형 폴리프로필렌계 방수시트 제조기술,T100503,주식회사 안센,환경부,2021.11.18,2024.11.17
358,GT-21-01261,서지전압 보호회로를 구비한 LED 모듈 전원공급용 컨버터를 이용한 LED모듈 보호 기술,T020701,(주)리드조명,중소벤처기업부,2021.11.18,2024.11.17
359,GT-21-01263,발전소 동결방지 설비의 통합 감시 및 제어를 위한 확장 지그비 통신 기술,T041504,(주)거동기업,과학기술정보통신부,2021.11.18,2024.11.17
360,GT-21-01264,지오셀을 이용한 식생옹벽 공법 ,T100603,타스산업개발(주),환경부,2021.11.18,2024.11.17
361,GT-21-01262,벨트 프레스식 비닐계 타일 제조기술,T100502,(주)현대엘앤씨,환경부,2021.11.18,2024.11.17
362,GT-21-01259,밸런싱 웰 교차혼합 열교환에 의한 스마트냉난방 히트펌프 시스템 기술,T010801,(주)앤씨티,중소벤처기업부,2021.11.18,2024.11.17
363,GT-21-01256,프린터 및 복합기의 슬립모드 소비전력 저감 기술,T040701,삼성전자(주),중소벤처기업부,2021.11.18,2024.11.17
364,GT-21-01254,노로바이러스 제거 필터가 적용된 고효율 정온 정수기 제조기술,T080203,(주)케이에스피,중소벤처기업부,2021.11.18,2024.11.17
365,GT-21-01257,천연옻액과 플라즈마를 이용한 항균방취용 천연섬유 제조기술,T100503,SS패션(경동어패럴),중소벤처기업부,2021.11.18,2024.11.17
366,GT-18-00554,폐유리를 이용한 무기물 내외장 보드 제조 기술,T100302,부림산기주식회사,환경부,2018.11.15,2024.11.14
367,GT-18-00551,기밀성이 강화된 IP67을 구현하는 LED 터널등기구제조기술,T020703,(주)진성엘엔엘,중소벤처기업부,2018.11.15,2024.11.14
368,GT-18-00557,직접배수방식 절수양변기 제조 기술,T030902,글로벌코리아(주),환경부,2018.11.15,2024.11.14
369,GT-18-00552,유독물 대체 잉크를 이용한 포장재 제조기술,T100503,주식회사 에스피씨팩,농림축산식품부,2018.11.15,2024.11.14
370,GT-18-00549,기록물 디지털화 및 전자화 문서 관리기술,T040504,주식회사 에이티앤아이,중소벤처기업부,2018.11.15,2024.11.14
371,GT-18-00555,중성화 및 염해방지 기능이 향상된 중방식코팅제 제조기술,T060402,(주)새론테크,환경부,2018.11.15,2024.11.14
372,GT-18-00537,중앙처리장치의 선택적 사용량에 따른 컴퓨터의 대기전력 절감기술,T040501,(주)티원엘에스,중소벤처기업부,2018.10.18,2024.10.17
373,GT-18-00538,빛의 조사방향이 조절가능한 LED 가로등 제조 기술,T020703,(주)한빛라이팅,중소벤처기업부,2018.10.18,2024.10.17
374,GT-18-00546,PE 백코팅 기술을 적용한 모듈식 인조잔디 제조기술,T100503,필드터프승목주식회사,환경부,2018.10.18,2024.10.17
375,GT-18-00544,절곡형 반사판 구조를 최적화한 LED 조명 설계기술,T020703,(주)마루라이팅,환경부,2018.10.18,2024.10.17
376,GT-18-00536, LED컨버터 LC피드백 안정화 회로를 이용한 실내용 LED조명기기 제조기술.,T020701,주식회사 미강조명,중소벤처기업부,2018.10.18,2024.10.17
377,GT-18-00539,바이오매스를 이용한 탄소저감 식품포장재 및 용기 제조 기술,T090604,주식회사 에이유,농림축산식품부,2018.10.18,2024.10.17
378,GT-18-00535,수유용성 알키드수지를 이용한 오일스테인(목재 마감용 도료) 제조기술,T100503,(주)동우켐,중소벤처기업부,2018.10.18,2024.10.17
379,GT-18-00541,PCM을 이용한 축냉식 저온 유통시스템 기술,T090603,주식회사 이에스티,농림축산식품부,2018.10.18,2024.10.17
380,GT-21-01224,종이형 세제 및 그 제조기술,T100503,주식회사유피엘컴퍼니,중소벤처기업부,2021.10.14,2024.10.13
381,GT-21-01225,종이 멀칭지 제조 기술,T100303,주식회사 코에코,농림축산식품부,2021.10.14,2024.10.13
382,GT-21-01251,건설현장 비산먼지 발생 저감을 위한 표면경화제 활용기술,T100707,(주)포스코건설,환경부,2021.10.14,2024.10.13
383,GT-21-01235,터치 센싱전극 및 전송선을 내장한 터치디스플레이 기술,T040406,(주)엘지디스플레이,산업통상자원부,2021.10.14,2024.10.13
384,GT-21-01236,정수처리장의 약품주입량 절감을 위한 응집플럭분석 응집제 자동주입기술,T030806,(주)에코노벨 ,환경부,2021.10.14,2024.10.13
385,GT-21-01244,3차원 히트파이프와 적층 3D 방열핀이 적용된 조명기기용 냉각기술,T020908,(주)매그나텍,중소벤처기업부,2021.10.14,2024.10.13
386,GT-21-01230,카르복실계 및 실리카 하이브리드 플루오로실리케이트염 복합화합물을 이용한 콘크리트 구조물의 수밀성 및 내구성 향상 기술,T100503,(주)포스코건설,국토교통부,2021.10.14,2024.10.13
387,GT-21-01226,카르복실계 및 실리카 하이브리드 플루오로실리케이트염 복합화합물을 이용한 콘크리트 구조물의 수밀성 및 내구성 향상 기술,T100503,(주)트라이포드,국토교통부,2021.10.14,2024.10.13
388,GT-21-01229,내구성이 향상된 이탈방지 PVC관 제조 기술,T030901,(주)뉴보텍,환경부,2021.10.14,2024.10.13
389,GT-21-01227,카르복실계 및 실리카 하이브리드 플루오로실리케이트염 복합화합물을 이용한 콘크리트 구조물의 수밀성 및 내구성 향상 기술,T100503,계룡건설산업(주),국토교통부,2021.10.14,2024.10.13
390,GT-21-01228,카르복실계 및 실리카 하이브리드 플루오로실리케이트염 복합화합물을 이용한 콘크리트 구조물의 수밀성 및 내구성 향상 기술,T100503,(주)케이알산업,국토교통부,2021.10.14,2024.10.13
391,GT-21-01232,콩과 야자의 지방을 숙성한 식물계면과 미생물을 이용한 친환경 세제 제조기술,T100503,그린코스,중소벤처기업부,2021.10.14,2024.10.13
392,GT-21-01231,사전 제작 콘크리트 궤도 적용을 통한 자갈궤도 급속개량 기술,T050603,한국철도공사,국토교통부,2021.10.14,2024.10.13
393,GT-21-01250,사출성형기 전력소비 절감기술,T020907,썸타지,산업통상자원부,2021.10.14,2024.10.13
394,GT-21-01238,아임계 열수기술을 이용한 혼합 폐플라스틱 종말품(선별잔재물)의 자원화 처리기술,T100301,(주)그린환경,환경부,2021.10.14,2024.10.13
395,GT-21-01234,연속방사 필터교환 모듈을 이용한 리사이클 PET 단섬유 제조기술,T070801,주식회사건백,환경부,2021.10.14,2024.10.13
396,GT-21-01233,조립기술을 이용한 플라스틱 파렛트 제조기술,T100303,상진에이알피(주),환경부,2021.10.14,2024.10.13
397,GT-21-01237,직접 분사식 가솔린 엔진을 위한 LPG 겸용 연료 공급 시스템의 연료 분사 장치 제조 기술,T050202,주식회사 로,중소벤처기업부,2021.10.14,2024.10.13
398,GT-21-01241,식물 추출물을 이용한 해충 방제 기술,T090701,농업회사법인 (주)자연과미래,농림축산식품부,2021.10.14,2024.10.13
399,GT-21-01239,친환경 융복합 금속막 표면처리 시스템,T080202,주식회사 셀코스,산업통상자원부,2021.10.14,2024.10.13
400,GT-21-01242,바이오매스 합성수지 기반의 부분생분해 수지  제조기술,T090604,(주)에코매스,농림축산식품부,2021.10.14,2024.10.13
401,GT-21-01240,여과재 연속세척형 처리장치를 이용한 여과와 역세를 동시에 처리하는 비점오염 저감기술,T030804,비손푸른엔지니어링(주),환경부,2021.10.14,2024.10.13
402,GT-21-01243,아스팔트 표면강화제를 활용한 포장성능 재생공법,T060107,(주)일원테크,환경부,2021.10.14,2024.10.13
403,GT-21-01246,폐열회수를 이용한 산업용 증기보일러 효율향상 기술,T020906,(주)동광보일러,중소벤처기업부,2021.10.14,2024.10.13
404,GT-21-01245,듀얼 히트싱크 조립체가 적용된 LED조명 제조기술,T020908,(주)비제이라이팅,중소벤처기업부,2021.10.14,2024.10.13
405,GT-21-01249,탄탈륨 폐 스크랩 업사이클링 기술,T080301,(주)에코리사이클링,산업통상자원부,2021.10.14,2024.10.13
406,GT-21-01247,주철 재료의 가로수보호판 및 순환골재를 활용한 받침틀 생산기술,T100302,한국가로수보호(주),환경부,2021.10.14,2024.10.13
407,GT-21-01248,고효율 전력 변환 기술을 활용한 노트북 대기전력 저감기술 ,T040601,삼성전자(주),중소벤처기업부,2021.10.14,2024.10.13
408,GT-21-01252,합성목재(WPC) 제조기술,T100503,(주) 웹스,중소벤처기업부,2021.10.14,2024.10.13
409,GT-18-00526,고로슬래그 미분말과 순환골재를 활용한 호안 및 옹벽용 무시멘트 콘크리트 블록제조 기술,T100302,하나케이텍(주),환경부,2018.09.06,2024.09.05
410,GT-18-00514,표면이 개질된 탄소나노튜브를 코팅하여 우수한 방열성능을 갖는 LED등기구 제조기술,T020703,주식회사 나로텍,중소벤처기업부,2018.09.06,2024.09.05
411,GT-18-00507,소화성능이 향상된 수성막포소화약제 제조기술,T100503,혜정산업(주),중소벤처기업부,2018.09.06,2024.09.05
412,GT-18-00516,수용성 난연수지 처리 흡음 및 난연성 목질내장재 제조기술,T060402,주식회사 가온우드,농림축산식품부,2018.09.06,2024.09.05
413,GT-18-00529,저온 내충격성이 향상된 염화비닐관 제조 기술,T030901,(주)티지에프,환경부,2018.09.06,2024.09.05
414,GT-18-00512,온도센서를 이용한 전력 제어기술 및 안정성이 향상 된 통신기능을 적용한 LED 조명기기 제조기술 ,T020908,(주)파인테크닉스,중소벤처기업부,2018.09.06,2024.09.05
415,GT-18-00528,무선네트워크와 복합센서를 이용한 디밍형 LED조명기술,T060403,(주) 오로라 디자인랩,환경부,2018.09.06,2024.09.05
416,GT-18-00500,확산성이 향상된 LED 등기구 기술,T020703,남북산전,중소벤처기업부,2018.09.06,2024.09.05
417,GT-18-00515,알칼리 해리성 및 생분해성을 부여한 수용성 코팅 종이 제조기술,T100302,(주)바이오소재,농림축산식품부,2018.09.06,2024.09.05
418,GT-18-00513,PE발포 폼을 이용한 밀폐형 수도계량기보호통 제조기술,T100503,신우산업(주),중소벤처기업부,2018.09.06,2024.09.05
419,GT-18-00523,필름 커패시터를 적용한 LED 조명용 장수명 전원 장치 제조 기술,T020703,주식회사에어텍시스템,환경부,2018.09.06,2024.09.05
420,GT-18-00522,유기산 미생물의 배양액을 이용한 소취제의 제조기술,T100503,선진B&T,환경부,2018.09.06,2024.09.05
421,GT-18-00510,폴리우레탄 및 대전방지제가 포함된 혼합코팅제를 이용한 유해물질 저감 의류 제조기술,T100503,주식회사 다원에프씨,중소벤처기업부,2018.09.06,2024.09.05
422,GT-18-00511,IoT기반의 원격감시/제어 및 비대칭 상태 복구기능을 갖는 전력 효율 개선 UPS 제조기술,T040501,(주)크로마아이티,중소벤처기업부,2018.09.06,2024.09.05
423,GT-18-00506,기체 유동을 이용하여 별도의 냉각판이 필요없는 송풍 시스템 제조 기술,T040404,(주)티앤이코리아,중소벤처기업부,2018.09.06,2024.09.05
424,GT-21-01202,우수한 단열성과 기밀성을 갖는 창호 제조기술,T100503,(주)한맥창호,중소벤처기업부,2021.09.02,2024.09.01
425,GT-21-01211,내진성능을 갖는 단열 커튼월 시스템 제작기술,T060401,주식회사 중원윈테크,환경부,2021.09.02,2024.09.01
426,GT-21-01196,광촉매 증점 코팅기술을 이용한 NOX제거 기능을 갖는  보차도용 콘크리트블록 제조기술,T100503,(주)아트캠,중소벤처기업부,2021.09.02,2024.09.01
427,GT-21-01204,전류의 흐름을 이용한 모니터링 및 사고방지 기술 솔루션,T060101,아이티공간,과학기술정보통신부,2021.09.02,2024.09.01
428,GT-21-01207,로 탱크용 양변기에 무게추를 적용한 절수기술,T030902,주식회사 제이앤비,환경부,2021.09.02,2024.09.01
429,GT-21-01193,열융착 기술을 이용한 단프라 포장박스 제조기술,T100503,디에이티,환경부,2021.09.02,2024.09.01
430,GT-21-01194,다단 마이크론 필터 및 플라즈마를 이용한 수질오염 정화 기술,T100603,(주)해피앤나이스,환경부,2021.09.02,2024.09.01
431,GT-21-01195,비산먼지방지제와 무선제어 살수장치를 이용한 비산먼지저감형 파쇄 철거기술,T100707,올인산업 주식회사,환경부,2021.09.02,2024.09.01
432,GT-21-01197,박막을 이용한 수경 보리새싹사료 재배기술,T090303,(주)가파,농림축산식품부,2021.09.02,2024.09.01
433,GT-21-01208,전자문서 뷰어 프로그래밍 기술,T040504,(주)에이씨엔에스,중소벤처기업부,2021.09.02,2024.09.01
434,GT-21-01198,내열성이 향상된 비가교 폴리프로필렌 절연 및 반도전 전력케이블 제조 기술,T100503,대한전선(주),환경부,2021.09.02,2024.09.01
435,GT-21-01199,합성고무계 씰재를 활용한 점착복합 방수기술,T100503,성문산업주식회사,중소벤처기업부,2021.09.02,2024.09.01
436,GT-21-01200,천연기반의 안전성과 지속성이 우수한 항균/해충기피 소재 제조기술,T100503,(주)엔바이오,중소벤처기업부,2021.09.02,2024.09.01
437,GT-21-01201,배치 및 연결구조 기법을 개선한 전면 보수 구조의 벽면 부착형 금속폐쇄배전반(MCSG : Metal Clad Swith Gear) 제작기술,T100303,(주)은성엔지니어링,환경부,2021.09.02,2024.09.01
438,GT-21-01203,분할 결합 구조의 히트싱크가 적용된 LED 조명등 제조기술,T020701,(주)루스테크놀로지,환경부,2021.09.02,2024.09.01
439,GT-21-01206,고농도 액상 소석회 제조기술,T100503,상우기업(주),중소벤처기업부,2021.09.02,2024.09.01
440,GT-21-01205,자율제어기능의 전력절감형 수처리 자동제어기술,T040501,현시스메틱(주),중소벤처기업부,2021.09.02,2024.09.01
441,GT-21-01210,저심도 레이져 제판 인쇄 기술과 인쇄품질 관리장치를 이용한 포장재 제조기술,T100503,(주)팔도테크팩,중소벤처기업부,2021.09.02,2024.09.01
442,GT-21-01209,도보용 온도저감형 수용성 쿨러닝 차열 페인트  제조기술,T100503,(주)신아이앤에스,중소벤처기업부,2021.09.02,2024.09.01
443,GT-21-01215,행렬데이타 분석을 이용한 모니터 절전 기술,T040501,(주)다나와컴퓨터,중소벤처기업부,2021.09.02,2024.09.01
444,GT-21-01213,Non-OPC 기반 차수 그라우트재 제조기술,T100302,(주)리엔,환경부,2021.09.02,2024.09.01
445,GT-21-01214,Non-OPC 기반 차수 그라우트재 제조기술,T100302,(주)백경지앤씨,환경부,2021.09.02,2024.09.01
446,GT-21-01212,Non-OPC 기반 차수 그라우트재 제조기술,T100302,우신이엔씨(주),환경부,2021.09.02,2024.09.01
