순번,인증번호,기술명칭,분류코드,기관명,발급부처,인증확정일,인증만료일
715,GT-17-00384,바이패스 내장형 열회수 환기장치 기술,T100702,(주)힘펠,환경부,2017.12.14,2023.12.13
716,GT-17-00374,재활용 지관을 이용한 비료시용에너지 절감 기술,T090102,주식회사 태흥에프엔지,농림축산식품부,2017.12.14,2023.12.13
717,GT-17-00366,급·배기 교번식 축열회수 환기기술,T060403,(주)제일테크,환경부,2017.11.23,2023.11.22
718,GT-17-00360,미서기창의 승강식 방풍장치를 적용한 기밀성능 향상 기술,T100503,(주)유니크시스템,중소벤처기업부,2017.11.23,2023.11.22
719,GT-17-00354,중소형 선박용 중유엔진 효율향상을 위한 유용성 유기금속화합물 제조 기술,T050402,테크노바이오,산업통상자원부,2017.11.23,2023.11.22
720,GT-17-00355,포인트 기초공법에 적용되는 고로슬래그계 무기결합재 제조기술,T100302,(주)씨엠디기술단,국토교통부,2017.11.23,2023.11.22
721,GT-17-00370,침수 인발력을 향상시킨 무방향성 인조잔디 시스템 제조 기술,T100503,(주)미도플러스,중소벤처기업부,2017.11.23,2023.11.22
722,GT-17-00357,포인트 기초공법에 적용되는 고로슬래그계 무기결합재 제조기술,T100302,케이에이치건설(주),국토교통부,2017.11.23,2023.11.22
723,GT-17-00364,단열성능 개선을 위한 레일은폐 창호시스템 기술,T100503,(주)선우시스,환경부,2017.11.23,2023.11.22
724,GT-17-00363,바이패스 유로 및 그 기구부를 장착한 열회수형 환기시스템,T100702,은성화학(주),환경부,2017.11.23,2023.11.22
725,GT-20-00979,"유기산, 천연유를 이용한 항균신선도 원료 및 이를 적용한 제품제조기술",T100503,(주)바이오소재,중소벤처기업부,2020.11.19,2023.11.18
726,GT-20-01001,바이오드라잉을 활용한 하수슬러지와 톱밥 혼합물의 펠릿 생산기술,T100402,(주)진에너텍,환경부,2020.11.19,2023.11.18
727,GT-20-00995,클립 고정방식의 창짝 마감용 스토퍼 적용을 통한 기밀성 향상 창호 제조 기술,T100503,(주)서해건업,중소벤처기업부,2020.11.19,2023.11.18
728,GT-20-00994,현장 적용성 및 효율성이 향상된 폐사축 퇴비화 기술,T100302,주식회사 지지바이오텍,농림축산식품부,2020.11.19,2023.11.18
729,GT-20-00975,폴리아미드 열전도차단 브래킷 및 삼중 공기층을 적용한 커튼월 창호기술,T060401,동방시스템주식회사,환경부,2020.11.19,2023.11.18
730,GT-20-00985,LED 잔상을 이용한 저전력 디스플레이 기술,T040107,(주)이노벡스,과학기술정보통신부,2020.11.19,2023.11.18
731,GT-20-00990,초협대역 데이터 전송을 위한 단말기 송신부와 수신부 기술,T041504,(주)네스랩,과학기술정보통신부,2020.11.19,2023.11.18
732,GT-20-00976,기록물의 공정관리를 위한 데이터베이스 구축 기술,T040504,(주)코리아퍼스텍,중소벤처기업부,2020.11.19,2023.11.18
733,GT-20-00977,태양광 발전기의 효율 향상을 위한 자동화 태양광 패널 세척 및 제설 로봇 기술,T010105,리셋컴퍼니주식회사,중소벤처기업부,2020.11.19,2023.11.18
734,GT-20-00978,색상별 가변전압을 적용한 절전형 LED전광판 구동 시스템 제조 기술,T040107,(주)한일디엔에스,중소벤처기업부,2020.11.19,2023.11.18
735,GT-20-00997,인공지능 기반의 모니터 전력 저감기술,T040501,(주)대우루컴즈,환경부,2020.11.19,2023.11.18
736,GT-20-00981,4단계 지진수용모듈을 적용한 철도교량용 스페리컬 받침 기술,T050604,(주)펜타드,중소벤처기업부,2020.11.19,2023.11.18
737,GT-20-00984,내구성이 향상된 아라미드 복합수지 PE 3층 피복강관 제조기술,T030901,신우종합철강(주),환경부,2020.11.19,2023.11.18
738,GT-20-00996,인공지능 기반의 컴퓨터 전력 저감기술 ,T040501,(주)대우루컴즈,환경부,2020.11.19,2023.11.18
739,GT-20-00980,배터리 잔존용량 측정을 활용한 구간별 디밍제어 보안등 제조기술,T020703,(주)미지에너텍,환경부,2020.11.19,2023.11.18
740,GT-20-00986,폐기물소각 비산재를 활용한 복토재 제조 기술,T100503,(주)법면녹화육운,중소벤처기업부,2020.11.19,2023.11.18
741,GT-20-00988,점형열교 저감을 위한 외장재 고정장치 기술,T100503,주식회사 비타건축,중소벤처기업부,2020.11.19,2023.11.18
742,GT-20-00982,폴리우레아 피복 소켓 일체형 파형강관 제조기술,T030901,대왕철강주식회사,환경부,2020.11.19,2023.11.18
743,GT-20-00998,고능력 한우의 수정란 대량생산 기술,T090203,엠케이바이오텍,농림축산식품부,2020.11.19,2023.11.18
744,GT-20-00983,팽창질석과 폐내화물 등의 순환자원을 이용한 고온 내화뿜칠 재료 생산기술,T100302,에스원건설 주식회사,환경부,2020.11.19,2023.11.18
745,GT-20-00987,상하교반장치와 생물탈황설비가 결합된 수평형 혐기소화조를 이용한 유기성폐기물 바이오가스화 기술 (KH-ABC),T010504,금호산업(주),환경부,2020.11.19,2023.11.18
746,GT-20-00991,기밀부재를 활용하여 단열 및 기밀성능을 향상시킨 커튼월 제작기술,T060401,주식회사 중원윈테크,환경부,2020.11.19,2023.11.18
747,GT-20-00989,가변 픽셀 구성 및 6프레임 분할 표출을 통한 해상도 향상 LED전광판 제조기술,T040107,삼익전자공업(주),중소벤처기업부,2020.11.19,2023.11.18
748,GT-20-00993,단일 탑 다단 세정 탈취기술,T100706,(주)이화에코시스템,환경부,2020.11.19,2023.11.18
749,GT-20-00992,우수한 단열성능을 갖춘 금속제 창호 제조기술,T100503,금산씨엔씨(주),중소벤처기업부,2020.11.19,2023.11.18
750,GT-20-00999,단열편 조립이 간편하고 단열성이 향상된 미서기창 제조 기술,T100503,(주)부국,중소벤처기업부,2020.11.19,2023.11.18
751,GT-20-01000,폴리아미드로 단열성능을 향상시킨 현장조립형 커튼월 제조 기술,T100503,(주)부국,중소벤처기업부,2020.11.19,2023.11.18
752,GT-17-00327,건식전기집진장치를 이용한 염색업종 텐터시설에서 배출되는 입자상 물질 제어 기술,T100707,(주)지이테크,환경부,2017.10.26,2023.10.25
753,GT-17-00343,절전형 디밍제어기가 내장된 LED 등기구 제조 기술,T020703,세광덱시아,중소벤처기업부,2017.10.26,2023.10.25
754,GT-17-00328,휘도제어 기술을 이용한 플리커 프리 최적의 LED전광판 제조기술,T040107,도가테크,중소벤처기업부,2017.10.26,2023.10.25
755,GT-17-00347,선형전류제어 기술을 통한 LED조명 플리커현상 저감 기술,T020701,미미라이팅(주),과학기술정보통신부,2017.10.26,2023.10.25
756,GT-17-00335,폴리아미드를 활용한 창호의 단열성능 향상 기술,T100503,안산건업(주),환경부,2017.10.26,2023.10.25
757,GT-17-00349,저풍속 지역에 적합한 중대형 풍력발전시스템 고효율화 기술,T010304,두산중공업(주),산업통상자원부,2017.10.26,2023.10.25
758,GT-17-00331,재사용 폴리에틸렌을 혼합한 다층 플라스틱 봉투 제조기술,T100503,해성산업(주),중소벤처기업부,2017.10.26,2023.10.25
759,GT-17-00341,멀티코어 기반 네트웍 패킷 처리 성능 향상 기술,T040701,(주)파이오링크,과학기술정보통신부,2017.10.26,2023.10.25
760,GT-17-00345,지능형 디밍 제어 기술,T020703,(주)삼립,중소벤처기업부,2017.10.26,2023.10.25
761,GT-17-00337,폐합성고무를 이용한 탄성포장재 제조기술,T100503,(주)아트캠,중소벤처기업부,2017.10.26,2023.10.25
762,GT-17-00330,경량철골 천장틀(M-BAR)을 재활용한 금속천장재 설치기술,T100303,(주)조은데코,국토교통부,2017.10.26,2023.10.25
763,GT-17-00329,실시간 감마보정 기술을 적용한 LED 전광판 제조기술,T040107,(주)대한전광 ,중소벤처기업부,2017.10.26,2023.10.25
764,GT-17-00350,7마일급 전원 일체형 LED 등명기 제조 기술,T050901,(주)엠에스엘테크놀로지,해양수산부,2017.10.26,2023.10.25
765,GT-17-00339,가변부재 스트레이너를 사용하여 유량계측 정확도를 향상시킨 수도계량기 제조기술,T100503,부경수도 주식회사,환경부,2017.10.26,2023.10.25
766,GT-17-00348,정수 및 폐수 처리용 저염기도 폴리염화알루미늄계 무기응집제의 제조 기술,T100503,대경폴리켐 주식회사,중소벤처기업부,2017.10.26,2023.10.25
767,GT-17-00334,연료전지용 계통연계 인버터 설계기술,T010202,(주)지필로스,중소벤처기업부,2017.10.26,2023.10.25
768,GT-17-00332,iPS(Image Portal Service)를 활용한 전자문서 생성기술,T040504,한국후지필름비즈니스이노베이션 주식회사,중소벤처기업부,2017.10.26,2023.10.25
769,GT-17-00344,고상염화칼슘 및 팽창 펄라이트를 이용한 액상제설제 제조기술,T100503,(주)한국환경사업단,중소벤처기업부,2017.10.26,2023.10.25
770,GT-20-00960,ABS 단열가이드바에 알루미늄가이드를 연결하여 단열성능을 향상시킨 창세트 제조기술,T060401,주식회사 글로윈스,환경부,2020.10.15,2023.10.14
771,GT-20-00964,옥수수전분과 액상실리콘으로 직조된 원단에 하이드로콜로이드를 포함하는 코팅기술 적용으로 내수도 및 발수도가 향상된 방수 원단 제조기술,T100503,(주)로시코리아,중소벤처기업부,2020.10.15,2023.10.14
772,GT-20-00966,열회수 온수공급 기능을 포함하는 히트펌프 기술,T010801,이너지테크놀러지스,중소벤처기업부,2020.10.15,2023.10.14
773,GT-20-00961,적층형(무산소조/혐기조) 구조와 세정볼을 포함한 외부평막분리조를 이용한 수처리 기술,T030801,정우이엔티(주),환경부,2020.10.15,2023.10.14
774,GT-20-00962,고체에어로졸 자동소화장치용 소화약제의 유해물질 대체 기술,T080101,(주)강운파인엑스,중소벤처기업부,2020.10.15,2023.10.14
775,GT-20-00963,폐자재를 활용한 URO시트 및 엠보시트 터널용 방수재 제조기술,T100302,(주)삼송마그마,국토교통부,2020.10.15,2023.10.14
776,GT-20-00967,벤츄리 믹스 노즐을 이용한 녹스(NOx) 생성 억제 기술,T020906,흥국공업(주),중소벤처기업부,2020.10.15,2023.10.14
777,GT-20-00965,수밀보강형 내충격 PVC 하수관의 제조기술,T030901,엠에스,환경부,2020.10.15,2023.10.14
778,GT-20-00970,모듈형 부재와 높이 조절형 버팀보를 활용하여 시공성을 향상한 가설 흙막이 기술,T060107,(주)한국에어로테크,국토교통부,2020.10.15,2023.10.14
779,GT-20-00973,배열회수 열교환기를 장착한 산업용 관류보일러의 고효율화 기술,T020906,주식회사 대열보일러,중소벤처기업부,2020.10.15,2023.10.14
780,GT-20-00969,연결부의 이탈방지 및 수밀성을 보강한 O.T신축일체형 PE관 제조기술,T030901,(주)용전,환경부,2020.10.15,2023.10.14
781,GT-20-00968,다중 회귀 분석과 제어지능 알고리즘을 적용한 공조기 필터 최적 교체 시기 제시 기술,T040501,(주)파노텍,중소벤처기업부,2020.10.15,2023.10.14
782,GT-20-00971,무환자나무 열매추출물을 이용해 생분해도를 향상시키고 유해물질을 저감한 주방세제 제조기술,T100503,(주)영진,중소벤처기업부,2020.10.15,2023.10.14
783,GT-20-00972, 비소성 결합재를 이용한 콘크리트블록 제조기술,T100503,㈜삼진콘크리트,중소벤처기업부,2020.10.15,2023.10.14
784,GT-20-00974,제독된 유황으로 제조되어 식물병 방제효과를 갖는 유기농자재 개발 기술,T090701,농업회사법인(주)엘바이오텍,농림축산식품부,2020.10.15,2023.10.14
785,GT-20-00953,스테틱 아지테이션 혼합 공정에 의한 폴리우레아 도막 방수기술,T100503,(주) 제이에스기술,환경부,2020.09.21,2023.09.20
786,GT-20-00949,최대(Peak) 전력 제어를 통한 건물 에너지 소비효율 최적화 기술,T040502,금호이앤지 주식회사,중소벤처기업부,2020.09.21,2023.09.20
787,GT-20-00954,"습식 세정설비를 이용한 질소산화물, 황산화물 및 수용성 악취유발물질 동시 처리기술 ",T100707,(주)벨이앤씨,환경부,2020.09.21,2023.09.20
788,GT-20-00950,고체콘덴서를 이용한 장수명컨버터 및 이를 적용한 LED 조명 제조기술,T020701,금호이앤지 주식회사,중소벤처기업부,2020.09.21,2023.09.20
789,GT-20-00952,무환자나무 열매추출물을 이용한 생분해도 향상 및 세척수 양 최소화 세탁세제 제조기술,T100503,(주)영진,중소벤처기업부,2020.09.21,2023.09.20
790,GT-20-00951,전기차 충전용 과금형 콘센트의 사용성을 개선하는 실시간 부하 인식 기술,T040804,(주)스타코프,중소벤처기업부,2020.09.21,2023.09.20
791,GT-20-00956,내진브래킷의 결합 구조를 활용한 내진용 금속패널 재활용 기술,T070701,(주)디자인기린,산업통상자원부,2020.09.21,2023.09.20
792,GT-20-00955,"습식 세정설비를 이용한 질소산화물, 황산화물 및 수용성 악취유발물질 동시 처리기술",T100707,한국에너지기술연구원,환경부,2020.09.21,2023.09.20
793,GT-20-00957,보강재를 부착하여 기밀성을 강화한 창호 어셈블리 제조기술,T100503,(주)미래플러스,중소벤처기업부,2020.09.21,2023.09.20
794,GT-20-00958,유해 야생동물의 기피 조성물 제조 기술,T100503,주식회사노텍바이오,중소벤처기업부,2020.09.21,2023.09.20
795,GT-20-00959,e-pub 3.0기반의 전자책 상용소프트웨어 기술,T040504,아라소프트(주),중소벤처기업부,2020.09.21,2023.09.20
796,GT-17-00310,혼성 폐합성수지 재활용 지주기초대 성형조성물 제조 기술,T100302,(주)에코신화,국토교통부,2017.09.14,2023.09.13
797,GT-17-00314,창호용 필링피스가 적용한 슬라이딩 창호 제조기술,T100503,럭키산업주식회사,중소벤처기업부,2017.09.14,2023.09.13
798,GT-17-00319,PLA를 이용한 식생매트 제조기술,T100503,주식회사 호정산업,환경부,2017.09.14,2023.09.13
799,GT-17-00322,VI적용 29kV/2000A 가스절연개폐장치(GIS) 기술,T020203,이엔테크 주식회사,과학기술정보통신부,2017.09.14,2023.09.13
800,GT-17-00312,백황토 항균 항곰팡이 페인트 제조기술,T060405,명진에코(주),국토교통부,2017.09.14,2023.09.13
801,GT-17-00318,1+1 회로방식의 전원공급부를 포함한 장수명 조명장치 기술,T020701,에코디바이스코리아 주식회사,산업통상자원부,2017.09.14,2023.09.13
802,GT-17-00321,건물용 고분자 전해질 연료전지 열병합발전 시스템,T010204,주식회사 두산,산업통상자원부,2017.09.14,2023.09.13
803,GT-20-00934,"고속 회전에 의한 원심력을 이용하여 유분과 수분, 슬러지를 동시에 분리하는 고속 원심분리 기술",T100402,(주)부성원심분리기,중소벤처기업부,2020.09.03,2023.09.02
804,GT-20-00924,에너지 저감형 열회수환기장치 제조 기술,T080203,(주)성일,중소벤처기업부,2020.09.03,2023.09.02
805,GT-20-00930,PLA를 활용한 발포시트 제조기술,T100503,케이비에프 주식회사,환경부,2020.09.03,2023.09.02
